-1.552996533512463806e+00,-1.867352319201736277e+00,-7.902614242721454074e-01
-1.730807839560928096e+00,-1.883512823879931686e+00,-4.148170295947620212e-01
-1.972736095824433544e+00,-2.060777879679609015e+00,-2.420793063058716832e-01
-2.437779663480337700e+00,-2.292182326717671526e+00,-6.671187703317311701e-01
-2.180666156792426591e+00,-2.179227573367505943e+00,-5.435568157438795955e-01
-1.998038229582871805e+00,-2.501713423584649210e+00,-9.112971020929796495e-01
-1.820676641122464634e+00,-2.611212843417390683e+00,-6.138213064861175461e-01
-2.256878549129885503e+00,-1.850061448821591403e+00,-1.075856567692327070e+00
-1.786115177850569280e+00,-1.999915218839115605e+00,-6.625184664241133836e-01
-1.821968294758006701e+00,-1.992009265966022458e+00,-5.547122163273576767e-01
-1.760401264637885488e+00,-2.116387978088605681e+00,-5.516534331316202966e-01
-2.600703304995086285e+00,-1.285254567156368433e+00,-2.595429508988146283e-01
-1.881789030046886024e+00,-2.900245357681844549e+00,-1.263417850060114533e+00
-2.127774940735148945e+00,-2.963597966974897524e+00,-1.297840671905512444e+00
-2.489096890025512376e+00,-2.705095746756971398e+00,-6.380036623609280921e-01
-2.168165810720967368e+00,-2.679504301384107112e+00,-9.390694383911132315e-01
-2.033252625188013862e+00,-2.425470770134042109e+00,-1.243272774483760612e+00
-1.805503664934685837e+00,-1.805466272346706091e+00,-1.185331575785937730e+00
-1.475827482776151278e+00,-1.885351952264946673e+00,-8.712439876767330560e-01
-2.112723643419332831e+00,-2.256436002978547517e+00,-1.172201519708488071e+00
-2.158277350282207241e+00,-1.682291242408980425e+00,-2.462974805054791438e-01
-1.886258874613766734e+00,-2.117294237531531564e+00,-1.436509840388143111e+00
-1.910705150268783514e+00,-2.626449833766595354e+00,-3.521006938763400762e-01
-1.965034575726307242e+00,-1.890505760031621074e+00,-3.828090818790800265e-01
-1.751990841078999939e+00,-1.870665600685669006e+00,-1.226282435254952619e+00
-2.105402000988722655e+00,-2.253766832648754992e+00,-8.703821193183862714e-01
-1.513210177925370825e+00,-2.789147479594823231e+00,-3.201895020054668639e-01
-2.031309084029077283e+00,-2.405147451250299717e+00,-1.170258443067920595e+00
-1.609928214253747214e+00,-2.204755888405593112e+00,-1.183294219564576810e+00
